doc_content,doc_section,content_root1,content_root2,content_root3,content_root4,content_chapter,doc_title,doc_index,doc_order
,9.1.1  Structures and structural members shall be designed to have design strengths at all sections at least equal to the required strengths calculated for the factored loads and forces m such combinations as stipulated forthe following loads combined in accordance with the provisions specified in 9.2.,9.1 -General,9.1.1  Structures and structural members shall be designed to have design strengths at all sections at least equal to the required strengths calculated for the factored loads and forces m such combinations as stipulated forthe following loads combined in accordance with the provisions specified in 9.2.,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,553
"Those loads which are encountered during normal
 plant operation and shutdown including D, L, F, H, To, and
 Ro. ",9.1.1.1,9.1 -General,9.1.1  Structures and structural members shall be designed to have design strengths at all sections at least equal to the required strengths calculated for the factored loads and forces m such combinations as stipulated forthe following loads combined in accordance with the provisions specified in 9.2.,9.1.1.1,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,554
 Severe environmental loads Those loads that could infrequently be encountered during the plant life includingEo and W.  ,9.1.1.2,9.1 -General,9.1.1  Structures and structural members shall be designed to have design strengths at all sections at least equal to the required strengths calculated for the factored loads and forces m such combinations as stipulated forthe following loads combined in accordance with the provisions specified in 9.2.,9.1.1.2,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,555
 Extreme environmental loads Those loads which are credible but arehighly improbable including Essand Wr  ,9.1.1.3,9.1 -General,9.1.1  Structures and structural members shall be designed to have design strengths at all sections at least equal to the required strengths calculated for the factored loads and forces m such combinations as stipulated forthe following loads combined in accordance with the provisions specified in 9.2.,9.1.1.3,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,556
"Those loads generated by a postulated high-energy
 pipe break accident including Pa, Ta, Ra, Yr, Yj and Ym.",9.1.1.4,9.1 -General,9.1.1  Structures and structural members shall be designed to have design strengths at all sections at least equal to the required strengths calculated for the factored loads and forces m such combinations as stipulated forthe following loads combined in accordance with the provisions specified in 9.2.,9.1.1.4,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,557
 Members also shall meetall other requirements of this Code to ensure adequate performance at normal load levels. ,9.1.2,9.1 -General,9.1.2,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,558
" In the design for normal loads, consideration shall be given to the forces due to such effects as prestressing, crane loads, vibration, impact, shrinkage, creep, unequal settlement ofsupports, construction, and testing.  ",9.1.3,9.1 -General,9.1.3,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,559
" In the determination ofearthquake loads, consideration shall be given to the dynamic response characteristics of the concrete structure and its foundation and surrounding soil. ",9.1.4,9.1 -General,9.1.4,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,560
" The determination ofimpulsive and impactive loads, such as the loads associated with missile impact, surization, shall be consistent with the provisions of Appendix C. ",9.1.5,9.1 -General,9.1.5,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,561
,9.2 -Required strength,9.2 -Required strength,,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,562
" The required strengthUshall be at least equal to the greatest of the following:  1. U= 1.4D+1.4F+ 1.7L+ 1.7H+1.7R0 2. U= 1.4D+ 1.4F+ 1.7L+ 1.7H+1.7E0+1.7R0 3. U= 1.4D+ 1.4F+ 1.7L+ 1.7H+ 1.7W+1.7R0  4. U= D+ F+L+H+To+Ro+Ess 5. U=D+F+L+H+To+Ro+Wt 6. U= D+ F+L+H+To+Ro+1.25Pa  7. U=D+F+L+H+T,+BR+1.15Pa+1.0(1,+Yj+Ym)+1.15E0  8. U=D+F+L+H+Ta+Ra + 1.0Pa+ 1.0(Y.+Y,+Ym)+ 1.0Ess See  9. U= 1.05D+ 1.05F + 1.3L + 1.3H+ 1.05To+ 1.3R0 10. U= 1.05D+ l.05F+ 1.3L+ 1.3H+1.3Eo+ 1.05To + 1.3R0 11. U=1.05D + 1.05F+ 1.3L+ 1.3H+ 1.3W+1.05To + 1.3Ro ",9.2.1,9.2 -Required strength,9.2.1,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,563
" Where the structural effects ofdifferential settlement, creep, shrinkage, or expansion ofshrinkage-compensating concrete aresignificant, they shall be included with the dead load D in Load Combinations 4 through 11. Estimation of these effects shall be based on a realistic assessment ofsuch effects occurring in service. ",9.2.2,9.2 -Required strength,9.2.2,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,564
" For the Load Combinations in 9.2.1, where any load reduces the effects ofother loads, the corresponding factor for that load shall be taken as 0.9 if it can be demonstrated that the load is always present or occurs simultaneously with the other loads. Otherwise, the factor for that load shall be taken as zero. ",9.2.3,9.2 -Required strength,9.2.3,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,565
" Where applicable, impact effects of moving loads shall beincluded withthe live load L ",9.2.4,9.2 -Required strength,9.2.4,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,566
"In Load Combinations 6, 7, and 8, the maximum
 values of Pa, Ta, Ra, Yj, Yr, and Ym, including an appro
priate dynamic load factor, shall be used unless an appro
priate time-history analysis is performed to justify
 otherwise",9.2.5,9.2 -Required strength,9.2.5,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,567
" Load combinations5, 7, and 8 shall be satisfied first without the tornado missile load in 5, and without Yr Yj,andY in 7 and 8. Whenconsidering these m concentrated loads, local sections strengths and stresses may be exceeded provided there will be no loss ofintended function ofany safety related systems. Foradditional requirements related to impulsiveand impactive effects, refer to AppendixC. ",9.2.6,9.2 -Required strength,9.2.6,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,568
" Ifresistance to other extreme environmental loads such as extreme floods IS specified for the plant, then an additional load combination shall be included with the additional extreme environmental load substituted for W, in Load Combination 5 of9.2.1. ",9.2.7,9.2 -Required strength,9.2.7,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,569
,9.3 -Design strength,9.3 -Design strength,,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,570
" Design strength provided by a member, its connections to other members, and its cross sections, m terms of flexure, axial load, shear, and torsion, shall be taken as the nominal strength calculated in accordance with requirements and assumptions ofthis Code, multiplied by a strength reduction factor fin 9.3.2. ",9.3.1,9.3 -Design strength,9.3.1,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,571
,9.3.2  Strength reduction factorfshall be as follows:,9.3 -Design strength,9.3.2  Strength reduction factorfshall be as follows:,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,572
" Flexure, without axial load ",9.3.2.1,9.3 -Design strength,9.3.2  Strength reduction factorfshall be as follows:,9.3.2.1,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,573
,"9.3.2.2  Axial load and axial load with flexure. (For axload with flexure, both axial load and momentnominal strength shall be multiplied by appropriate single value of f)",9.3 -Design strength,9.3.2  Strength reduction factorfshall be as follows:,"9.3.2.2  Axial load and axial load with flexure. (For axload with flexure, both axial load and momentnominal strength shall be multiplied by appropriate single value of f)",,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,574
" Axial tension, and axial tension with flexure ",(a),9.3 -Design strength,9.3.2  Strength reduction factorfshall be as follows:,"9.3.2.2  Axial load and axial load with flexure. (For axload with flexure, both axial load and momentnominal strength shall be multiplied by appropriate single value of f)",(a),CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,575
" Axial compression, and axial compression with flexure: Members with spiralreinforcement conforming to 10.9.3 Other reinforced members except that for low values ofaxial compression f shall be permitted to be increased inaccordance with the following: For members in which fy does not exceed 60,0000 ps1, with symmetric reinforcement, and with (h - dc-ds)/h not less than 0.70, fshall be permitted to be increased linearly to.0.90 as fP decreases from 010ftig to zero. For other reinforced members, fshall be permitted to be increased linearly to 0.90 as fP, decreases from 0. 10felg Or fPb, whichever IS smaller, to zero. ",(b),9.3 -Design strength,9.3.2  Strength reduction factorfshall be as follows:,"9.3.2.2  Axial load and axial load with flexure. (For axload with flexure, both axial load and momentnominal strength shall be multiplied by appropriate single value of f)",(b),CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,576
 Shear and torsion ,9.3.2.3,9.3 -Design strength,9.3.2  Strength reduction factorfshall be as follows:,9.3.2.3,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,577
 Bearing on concrete (See also 18.13) ,9.3.2.4,9.3 -Design strength,9.3.2  Strength reduction factorfshall be as follows:,9.3.2.4,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,578
" Flexure compression, shear, and bearing for structural plain concrete ",9.3.2.5,9.3 -Design strength,9.3.2  Strength reduction factorfshall be as follows:,9.3.2.5,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,579
 Development lengths specified in Chapter 12 do not require a f-factor. ,9.3.3,9.3 -Design strength,9.3.3,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,580
" For determining the strength ofjoints, the shear strength reduction factor shall be 0.6 for any structural memberifits nominal shear strength is less than the shear corresponding to the development of the nominal flexural strength ofthe member. The nominal flexural strength shall be determined considering the most critical factored axial loads and including earthquake effects. Shear strength reduction factor for Joints shall be 0 85 ",9.3.4,9.3 -Design strength,9.3.4,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,581
"-Design strength for reinforcement Designs shall not be based on a yield strength of reinforcementfyin excess of60,000 pS1, except for prestressing tendons. ",9.4,9.4,,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,582
,9.5 -Control of deflections ,9.5 -Control of deflections ,,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,583
,9.5.1 -General ,9.5 -Control of deflections ,9.5.1 -General ,,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,584
"Reinforced concrete members subject to flexure shall
 be designed to have adequate stiffness to limit deflec
tions or any deformations which may adversely affect the
 strength and serviceability of structural and nonstructural
 elements.
 One-way construction, two-way construction, and
 shored composite construction shall satisfy the minimum thickness requirements specified in this chapter. Pre
stressed concrete and unshored composite construction
 shall satisfy the deflection limits indicated in Table
 9.5(a). Lesser thicknesses may be used if it is determined
 by computation that the resulting deflections will not ad
versely affect strength and serviceability. ",9.5.1.1,9.5 -Control of deflections ,9.5.1 -General ,9.5.1.1,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,585
"When deflection computations are performed, these
 computations shall be based on the loading condition
 critical for flexure.",9.5.1.2,9.5 -Control of deflections ,9.5.1 -General ,9.5.1.2,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,586
,"9.5.1.3  Factored load computations The deflection limits specified in this chapter are for unfactored loads. Deflections may be computed by factored load analysis and divided by a factor gto obtain the deflections corresponding to unfactored loads. Unless otherwise determined by computation, the factor gshall be as follows:",9.5 -Control of deflections ,9.5.1 -General ,"9.5.1.3  Factored load computations The deflection limits specified in this chapter are for unfactored loads. Deflections may be computed by factored load analysis and divided by a factor gto obtain the deflections corresponding to unfactored loads. Unless otherwise determined by computation, the factor gshall be as follows:",,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,587
" For load combinations through 3, g-1.5; ",(a),9.5 -Control of deflections ,9.5.1 -General ,"9.5.1.3  Factored load computations The deflection limits specified in this chapter are for unfactored loads. Deflections may be computed by factored load analysis and divided by a factor gto obtain the deflections corresponding to unfactored loads. Unless otherwise determined by computation, the factor gshall be as follows:",(a),CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,588
" For load combinations4 through8, g- 1.0; and ",(b),9.5 -Control of deflections ,9.5.1 -General ,"9.5.1.3  Factored load computations The deflection limits specified in this chapter are for unfactored loads. Deflections may be computed by factored load analysis and divided by a factor gto obtain the deflections corresponding to unfactored loads. Unless otherwise determined by computation, the factor gshall be as follows:",(b),CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,589
" For load combinations 9 through 11, g- 1.2.  ",(c),9.5 -Control of deflections ,9.5.1 -General ,"9.5.1.3  Factored load computations The deflection limits specified in this chapter are for unfactored loads. Deflections may be computed by factored load analysis and divided by a factor gto obtain the deflections corresponding to unfactored loads. Unless otherwise determined by computation, the factor gshall be as follows:",(c),CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,590
" Deflections to be considered When minimum thickness requirements are satisfied. a deflection equal to the limits given in Table 9.5(a) may be considered for the design ofnonstructural elements. When calculations are performed, the sum ofthe longtime deflection dueto all appropriate sustained loads, and the immediate elastic deflection due to all appropriate nonsustained loads shall be considered Due consideration shall be given to the effective moment of inertia at each of these stages. The long-timedeflection shall be determined in accordance with 9.5.2.3 9.5.3.5, or 9.5.4.2, but may be reduced to the amount of long-time deflection that occurs after theattachment ofthenonstructural elements or the leveling of equipment. This amount of long-time deflection shall be determined on the basis ofaccepted engineering data relating to the time deflection characteristics ofmemberssimilar to those being considered  ",9.5.1.4,9.5 -Control of deflections ,9.5.1 -General ,9.5.1.4,,CHAPTER 9 -STRENGTH AND SERVICEABILITY REQUIREMENTS,,,591
